title,link,image,episode,rating,views,quality,year,genres,description,season,type
Sayonara Watashi no Cramer,https://animevietsub.page/phim/sayonara-watashi-no-cramer-a4062/,https://cdn.animevietsub.page/data/poster/2021/03/21/animevsub-qRNk8qVzBY.jpg,"HOÀN
TẤT",9 trong số 10 dựa trên 45 thành viên đánh giá,"88,759",HD,2021,"Shounen, Sports, Drama","Không có thành tích bóng đá nào để nói trong suốt những năm học trung học cơ sở của Sumire Suou, cánh trẻ nhận được...",Mùa xuân,phim bộ
Nhà ái quốc Moriarty (Mùa 2),https://animevietsub.page/phim/nha-ai-quoc-moriarty-mua-2-a4033/,https://cdn.animevietsub.page/data/poster/2021/03/14/animevsub-o4bFkBnhZb.jpg,"HOÀN
TẤT",9.6 trong số 10 dựa trên 118 thành viên đánh giá,"487,996",HD,2021,"Shounen, Psychological, Historical, Mystery",Phần thứ 2 của Youkoku no Moriarty.,Mùa xuân,phim bộ
Nomad: Megalo Box 2,https://animevietsub.page/phim/nomad-megalo-box-2-a4030/,https://cdn.animevietsub.page/data/poster/2021/03/14/animevsub-tCeRR1bml8.jpg,"HOÀN
TẤT",9.3 trong số 10 dựa trên 15 thành viên đánh giá,"99,174",HD,2021,"Sci-Fi, Slice of Life, Sports, Drama, Action",Phần thứ 2 của Megalo Box.,Mùa xuân,phim bộ
Bishounen Tanteidan,https://animevietsub.page/phim/bishounen-tanteidan-a4061/,https://cdn.animevietsub.page/data/poster/2021/03/21/animevsub-zCPs1IEqc6.jpg,"HOÀN
TẤT",8.5 trong số 10 dựa trên 24 thành viên đánh giá,"78,489",HD,2021,"School, Mystery","Mayumi Dojima, một học sinh năm hai tại trường trung học cơ sở dành riêng cho Học viện Yubiwa, đã đánh mất thứ gì đó —...",Mùa xuân,phim bộ
"Đừng Chọc Anh Nữa Mà, Nagatoro!",https://animevietsub.page/phim/ijiranaide-nagatoro-san-a4024/,https://cdn.animevietsub.page/data/poster/2021/03/14/animevsub-0hukBdKr4E.jpg,"HOÀN
TẤT",9.5 trong số 10 dựa trên 263 thành viên đánh giá,"1,283,862",HD,2021,"Romance, Slice of Life, Comedy","Học sinh trung học Hayase Nagatoro rất thích dành thời gian rảnh để làm một việc, đó là bắt nạt Senpai của cô ấy! Sau khi...",Mùa xuân,phim bộ
"Diệt Slime Suốt 300 Năm, Level Max Lúc Nào Chẳng Hay",https://animevietsub.page/phim/slime-taoshite-300-nen-shiranai-uchi-ni-level-max-ni-nattemashita-a4032/,https://cdn.animevietsub.page/data/poster/2021/03/14/animevsub-G3WcLtD6jf.jpg,"HOÀN
TẤT",9.6 trong số 10 dựa trên 253 thành viên đánh giá,"722,314",HD,2021,"Fantasy, Comedy","Aizawa Azusa là một kẻ “cuồng công việc”, không yêu đương, không bạn bè, không niềm vui và sở thích, cô cống hiến cuộc...",Mùa xuân,phim bộ
Subarashiki Kono Sekai The Animation,https://animevietsub.page/phim/subarashiki-kono-sekai-the-animation-a4047/,https://cdn.animevietsub.page/data/poster/2021/03/18/animevsub-nKoRHxZnbd.jpg,"HOÀN
TẤT",6.5 trong số 10 dựa trên 8 thành viên đánh giá,"44,931",HD,2021,"Adventure, Action","Câu chuyện xoay quanh về nam nhân vật chính Neku Sakuraba, đó là một cậu bé mưới tròn 15 tuổi có sở thích âm nhạc và vẽ...",Mùa xuân,phim bộ
Fairy Ranmaru: Anata no Kokoro Otasuke Shimasu,https://animevietsub.page/phim/fairy-ranmaru-anata-no-kokoro-otasuke-shimasu-a4070/,https://cdn.animevietsub.page/data/poster/2021/03/21/animevsub-U1kTECPI2T.jpg,"HOÀN
TẤT",5.1 trong số 10 dựa trên 14 thành viên đánh giá,"119,812",HD,2021,"School, Slice of Life","Lấy bối cảnh một thế giới tàn khốc và đau khổ, Fairy Ranmaru: Anata no Kokoro Otasuke Shimasu theo chân 5 chàng trai trẻ làm việc...",Mùa xuân,phim bộ
Zombieland Saga: Revenge,https://animevietsub.page/phim/zombieland-saga-revenge-a4027/,https://cdn.animevietsub.page/data/poster/2021/03/14/animevsub-DYMEVIgQEx.jpg,"HOÀN
TẤT",9.4 trong số 10 dựa trên 73 thành viên đánh giá,"184,872",HD,2021,"Supernatural, Comedy, Music",Phần thứ 2 của Zombieland Saga.,Mùa xuân,phim bộ
Cestvs: The Roman Fighter,https://animevietsub.page/phim/cestvs-the-roman-fighter-a4066/,https://cdn.animevietsub.page/data/poster/2021/03/21/animevsub-gLo9Lnla8n.jpg,"HOÀN
TẤT",5.7 trong số 10 dựa trên 3 thành viên đánh giá,"33,227",HD,2021,"Seinen, Drama, Historical, Action","54 SCN. Cestus, một cậu bé mồ côi bởi đế chế La Mã và bị bắt làm nô lệ, được đưa vào trường đào tạo những người...",Mùa xuân,phim bộ
Super Cub,https://animevietsub.page/phim/super-cub-a4063/,https://cdn.animevietsub.page/data/poster/2021/03/21/animevsub-n2x9uHKqr8.jpg,"HOÀN
TẤT",9.5 trong số 10 dựa trên 53 thành viên đánh giá,"99,322",HD,2021,"School, Slice of Life","Học sinh trung học năm hai Koguma không có một cuộc sống thú vị cho lắm. Cô không có cha mẹ, không bạn bè cũng như sở thích...",Mùa xuân,phim bộ
Nếu Sau Cùng Game Nhập Vai được Phát Triển Hoàn Thành Thì Còn Chết Tiệt Hơn Thực Tế,https://animevietsub.page/phim/kyuukyoku-shinka-shita-full-dive-rpg-ga-genjitsu-yori-mo-kusoge-dattara-a4050/,https://cdn.animevietsub.page/data/poster/2021/03/18/animevsub-vppeIzKkl1.jpg,"HOÀN
TẤT",8.6 trong số 10 dựa trên 147 thành viên đánh giá,"690,290",HD,2021,"Game, Fantasy, Comedy, Action","Câu chuyện kể về một nam sinh cao trung có tên Hiro Yuuki (chơi chữ kép giữa ""anh hùng"" và ""cử chỉ của anh hùng""...",Mùa xuân,phim bộ
Mashiro no Oto,https://animevietsub.page/phim/mashiro-no-oto-a4053/,https://cdn.animevietsub.page/data/poster/2021/03/18/animevsub-nCTBQZHln7.jpg,"HOÀN
TẤT",8.8 trong số 10 dựa trên 33 thành viên đánh giá,"177,144",HD,2021,"School, Drama, Music",Câu chuyện kể về một cô gái tình cờ gặp một chàng trai với một mớ nhạc cụ khác thường. Cuộc gặp gỡ tình cờ này...,Mùa xuân,phim bộ
Ma Lực Của Thánh Nữ Là Toàn Năng,https://animevietsub.page/phim/ma-luc-cua-thanh-nu-la-toan-nang-a4060/,https://cdn.animevietsub.page/data/poster/2021/03/21/animevsub-QLaoNIr4zY.jpg,"HOÀN
TẤT",9.3 trong số 10 dựa trên 102 thành viên đánh giá,"604,827",HD,2021,"Romance, Slice of Life, Fantasy, Magic","Sei, một nhân viên văn phòng 20 tuổi, được đưa đến một thế giới hoàn toàn mới. Thật không may cho Sei, nghi lễ triệu...",Mùa xuân,phim bộ
Tensura Nikki: Tensei shitara Slime Datta Ken,https://animevietsub.page/phim/tensura-nikki-tensei-shitara-slime-datta-ken-a4025/,https://cdn.animevietsub.page/data/poster/2021/03/14/animevsub-1u8sh2RT9O.jpg,"HOÀN
TẤT",9.5 trong số 10 dựa trên 225 thành viên đánh giá,"1,305,387",HD,2021,"Shounen, Slice of Life, Fantasy, Comedy","“Nhật ký thân yêu … Tôi đã tái sinh thành một chất nhờn.”Ngay cả ở một thế giới khác, cuộc sống không phải lúc...",Mùa xuân,phim bộ
Cardcaptor Sakura,https://animevietsub.page/phim/card-captor-sakura-r1-a578/,https://cdn.animevietsub.page/data/poster/2017/09/08/animevsub-14516.jpg,"HOÀN
TẤT",9.4 trong số 10 dựa trên 58 thành viên đánh giá,"1,411,529",BD/Bluray,1998,"Shoujo, School, Romance, Fantasy, Drama, Comedy, Adventure, Magic","""CardCaptor Sakura"" kể về cuộc hành trình của cô bé Sakura Kinomoto nhằm thu phục bộ bài Clow do đại pháp sư Clow Reed tạo r",Mùa xuân,phim bộ
Charlotte,https://animevietsub.page/phim/charlotte-r1-a644/,https://cdn.animevietsub.page/data/poster/2017/09/08/animevsub-74683.jpg,"HOÀN
TẤT",9.7 trong số 10 dựa trên 789 thành viên đánh giá,"3,174,113",BD/Bluray,2015,"School, Super Power, Drama",Là câu chuyện xoay quanh những khả năng đặc biệt xảy ra trong một tỷ lệ phần trăm nhỏ của chàng trai và cô gái ở tuổi...,Mùa xuân,phim bộ
"Dragon, Ie wo Kau.",https://animevietsub.page/phim/dragon-ie-wo-kau-a4055/,https://cdn.animevietsub.page/data/poster/2021/03/18/animevsub-ur6KZiYSey.jpg,"HOÀN
TẤT",8.9 trong số 10 dựa trên 14 thành viên đánh giá,"141,809",HD,2021,"Shounen, Fantasy, Comedy",Câu chuyện xoay quanh một chú rồng không sống theo những tiêu chuẩn được đặt ra cho mình nên gia đình đã đuổi cậu ta...,Mùa xuân,phim bộ
Seven Knights Revolution: Eiyuu no Keishousha,https://animevietsub.page/phim/seven-knights-revolution-eiyuu-no-keishousha-a4069/,https://cdn.animevietsub.page/data/poster/2021/03/21/animevsub-QlT46Kw2BI.jpg,"HOÀN
TẤT",8.9 trong số 10 dựa trên 54 thành viên đánh giá,"255,843",HD,2021,"Fantasy, Adventure, Magic, Action",Seven Knights Revolution: Eiyuu no Keishousha lấy bối cảnh là một thế giới nơi những anh hùng dũng cảm trước đó đã chiến đấu...,Mùa xuân,phim bộ
Chiến Binh Sẽ Được Phái Đi!,https://animevietsub.page/phim/chien-binh-se-duoc-phai-di-a4044/,https://cdn.animevietsub.page/data/poster/2021/03/18/animevsub-QnMmdNvxpE.jpg,"HOÀN
TẤT",9.4 trong số 10 dựa trên 169 thành viên đánh giá,"831,607",HD,2021,"Fantasy, Comedy, Action","Lấy chinh phục thế giới làm mục đích, hơn thế nữa trong vai trò là một chiến binh tiên phong được phái cử tới địa...",Mùa xuân,phim bộ
Vivy Fluorite Eye's Song,https://animevietsub.page/phim/vivy-fluorite-eyes-song-r1-a4052/,https://cdn.animevietsub.page/data/poster/2021/03/18/animevsub-htOm3V0duA.jpg,"HOÀN
TẤT",9.5 trong số 10 dựa trên 183 thành viên đánh giá,"360,287",HD,2021,Sci-Fi,"Nierland — một công viên chủ đề phức hợp AI, nơi giao thoa giữa những giấc mơ, hy vọng và khoa học. Được tạo ra với...",Mùa xuân,phim bộ
86,https://animevietsub.page/phim/86-a4043/,https://cdn.animevietsub.page/data/poster/2021/03/18/animevsub-NHsbFSTw9B.jpg,"HOÀN
TẤT",9.7 trong số 10 dựa trên 463 thành viên đánh giá,"1,739,563",HD,2021,"Sci-Fi, Drama, Military, Mecha, Action",Nước cộng hòa Magnolia đã bị tấn công bởi quốc gia hàng xóm là Đế chế. Bên ngoài 85 quận của Cộng hòa còn có ‘quận...,Mùa xuân,phim bộ
SSSS.Dynazenon,https://animevietsub.page/phim/ssssdynazenon-a4037/,https://cdn.animevietsub.page/data/poster/2021/03/14/animevsub-ApYxdntHl7.jpg,"HOÀN
TẤT",8.4 trong số 10 dựa trên 37 thành viên đánh giá,"302,940",HD,2021,"Sci-Fi, Mecha, Action",Không biết phim hay không nữa. Nhưng mà mọi người nhớ đón xem nha!,Mùa xuân,phim bộ
Shakunetsu Kabaddi,https://animevietsub.page/phim/shakunetsu-kabaddi-a4048/,https://cdn.animevietsub.page/data/poster/2021/03/18/animevsub-VU19Yc9HVu.jpg,"HOÀN
TẤT",8.9 trong số 10 dựa trên 20 thành viên đánh giá,"217,628",HD,2021,Sports,"Học sinh trung học năm nhất Tatsuya Yoigoshi, cựu Á quân của đội bóng đá cấp trung học cơ sở, người không thích thể thao,...",Mùa xuân,phim bộ
Godzilla: S.P,https://animevietsub.page/phim/godzilla-sp-i1-a4054/,https://cdn.animevietsub.page/data/poster/2021/03/18/animevsub-p9mNzHNzuB.jpg,"HOÀN
TẤT",7.4 trong số 10 dựa trên 10 thành viên đánh giá,"154,495",HD,2021,Action,"Vì đây là một bộ anime gốc đã trọn một mùa kể từ ngày phát hành, nên cho đến nay chúng ta vẫn chưa biết nhiều về...",Mùa xuân,phim bộ
Busou Shoujo Machiavellianism,https://animevietsub.page/phim/busou-shoujo-machiavellianism-a2795/,https://cdn.animevietsub.page/data/poster/2021/06/16/animevsub-8AeMCpiyPE.png,"HOÀN
TẤT",9.4 trong số 10 dựa trên 276 thành viên đánh giá,"1,673,903",BD,2017,"Shounen, School, Action","Aichi ban đầu là một trường trung học dành cho nữ , khi nó trở thành nam nữ học chung, các cô gái, vì sợ hãi, đã yêu cầu...",Mùa xuân,phim bộ
Jouran: Công Chúa Của Tuyết và Máu,https://animevietsub.page/phim/jouran-cong-chua-cua-tuyet-va-mau-a4051/,https://cdn.animevietsub.page/data/poster/2021/03/18/animevsub-ARxx0IVBor.jpg,"HOÀN
TẤT",8.5 trong số 10 dựa trên 4 thành viên đánh giá,"47,359",HD,2021,"Supernatural, Historical, Action","Lấy bối cảnh lịch sử thay thế Nhật Bản vào năm 1931 và năm thứ 64 của thời Minh Trị, Mạc phủ Tokugawa không bao giờ...",Mùa xuân,phim bộ
Ai Nói Đây Là Yêu Chứ Tôi Là Tôi Mắc Ói,https://animevietsub.page/phim/ai-noi-day-la-yeu-chu-toi-la-toi-mac-oi-a4045/,https://cdn.animevietsub.page/data/poster/2021/03/18/animevsub-kKkRFKUJa1.jpg,"HOÀN
TẤT",9.6 trong số 10 dựa trên 210 thành viên đánh giá,"949,614",HD,2021,"Romance, Comedy","Một khi đã rơi vào lưới tình, không ai có thể thoát ra được. Cuộc gặp gỡ kì lạ giữa Amakusa Ryo, một người đàn ông...",Mùa xuân,phim bộ
Đạo Mộ Bút Ký: Tần Lĩnh Thần Thụ,https://animevietsub.page/phim/dao-mo-but-ky-tan-linh-than-thu-a4110/,https://cdn.animevietsub.page/data/poster/2021/05/10/animevsub-aoPEQAmjnG.jpg,"HOÀN
TẤT",7.8 trong số 10 dựa trên 4 thành viên đánh giá,"47,608",HD,2021,"Supernatural, Adventure, Mystery",Chuyện kể về ông chủ tiệm đồ cổ Ngô Tà bỗng nhận được một cuộc điện thoại từ người bạn thuở nhỏ đã lâu...,Mùa xuân,phim bộ
Dị Thế Ma Vương 2,https://animevietsub.page/phim/isekai-maou-to-shoukan-shoujo-no-dorei-majutsu-a4023/,https://cdn.animevietsub.page/data/poster/2021/03/14/animevsub-lS5f9GskKW.jpg,"HOÀN
TẤT",9.3 trong số 10 dựa trên 353 thành viên đánh giá,"2,540,295",HD,2021,"Harem, Fantasy, Ecchi, Comedy, Magic",Phần thứ 2 của Isekai Maou to Shoukan Shoujo no Dorei Majutsu.,Mùa xuân,phim bộ
Girl Gun Lady,https://animevietsub.page/phim/girl-gun-lady-a4108/,https://cdn.animevietsub.page/data/poster/2021/05/09/animevsub-hYpdVR5QnM.jpg,"HOÀN
TẤT",7.2 trong số 10 dựa trên 6 thành viên đánh giá,"28,696",HD,2021,"Tokusatsu, Drama, Action","Koharu là một nữ sinh trung học luôn cô đơn. Sở thích duy nhất của cô là làm mô hình bằng nhựa. Một ngày nọ, Koharu ghé...",Mùa xuân,phim bộ
Pokemon Yume no Tsubomi,https://animevietsub.page/phim/pokemon-yume-no-tsubomi-a4141/,https://cdn.animevietsub.page/data/poster/2022/03/05/animevsub-Sx1Wdi91Us.png,"HOÀN
TẤT",9.4 trong số 10 dựa trên 16 thành viên đánh giá,"153,656",HD,2021,"Game, Kids, Action",Nói về cô bé Tsubomi và hành trình trở thành nhà huấn luyện Pokemon đầy chông gai để vươn đến mục tiêu trở thành nhà...,Mùa xuân,phim bộ
Hồ Yêu Tiểu Hồng Nương,https://animevietsub.page/phim/ho-yeu-tieu-hong-nuong-a3829/,https://cdn.animevietsub.page/data/poster/2020/09/05/animevsub-blfAGi2X71.jpg,"TẬP
145",9 trong số 10 dựa trên 14 thành viên đánh giá,"400,387",HD,2015,"Romance, Supernatural, Comedy, Historical","“Hỏi thế gian tình ái là chi, mà đôi lứa thề nguyện sống chết”. Truyện kể về cuộc hành trình giữa một tiểu hồ...",Mùa xuân,phim bộ
Thiên Hành Cửu Ca,https://animevietsub.page/phim/thien-hanh-cuu-ca-a4134/,https://cdn.animevietsub.page/data/poster/2021/05/28/animevsub-X1HZiAM886.jpg,"HOÀN
TẤT",8.2 trong số 10 dựa trên 11 thành viên đánh giá,"234,116",HD,2016,Cartoon,"Xoay quanh nhân vật Hàn Phi, chuyện xưa giữa Hàn Phi với Vệ Trang, Trương Lương thời thiếu niên, ngoài ra còn có sự xuất...",Mùa xuân,phim bộ
Bắc Đẩu Thần Quyền 2,https://animevietsub.page/phim/bac-dau-than-quyen-2-a4121/,https://cdn.animevietsub.page/data/poster/2021/05/23/animevsub-VMN0S8l8qq.jpg,"HOÀN
TẤT",5.5 trong số 10 dựa trên 2 thành viên đánh giá,"71,138",HD,1987,"Super Power, Drama, Martial Arts, Action","Trong loạt phim thứ hai sau khi Raoh bị Kenshiro đánh bại, một đối thủ mới xuất hiện. Các chiến binh Gentou Kouken. Falco, người...",Mùa xuân,phim bộ
Cinderella Girls Gekijou,https://animevietsub.page/phim/cinderella-girls-gekijou-i3-a2951/,https://cdn.animevietsub.page/data/poster/2018/01/27/animevsub-aOBCsyCLCl.jpg,"TẬP
02",7 trong số 10 dựa trên 3 thành viên đánh giá,"31,308",HD,2017,"Slice of Life, Comedy","Tập phim Trong Series The iDOLM@STER Cinderella Girls

",Mùa xuân,phim bộ
Thái Ất Tiên Ma Lục 3,https://animevietsub.page/phim/tai-yi-xian-mo-lu-zhi-ling-fei-ji-iii-a4118/,https://cdn.animevietsub.page/data/poster/2021/05/19/animevsub-GzlpdWPEzP.jpg,"HOÀN
TẤT",5 trong số 10 dựa trên 0 thành viên đánh giá,"50,002",HD,2019,"Fantasy, Adventure, Historical, Martial Arts, Action","Núi Thanh Thành đã bị phá hủy, và người Xuân phải chịu một thảm họa. Zhu lúng túng thức dậy, đưa Qingcheng đi dạy sương...",Mùa xuân,phim bộ
Thái Ất Tiên Ma Lục 2,https://animevietsub.page/phim/thai-at-tien-ma-luc-2-a4117/,https://cdn.animevietsub.page/data/poster/2021/05/19/animevsub-0g1QqyWZMP.jpg,"HOÀN
TẤT",5.5 trong số 10 dựa trên 2 thành viên đánh giá,"56,153",HD,2017,"Fantasy, Adventure, Historical, Martial Arts, Action","Tàng Minh Sơn dùng Quỷ Sát Thôn Nguyện trận phá hủy long mạch kinh sư, dụ đến “thi binh” bao vây Kim Lăng. Nhân cơ hội...",Mùa xuân,phim bộ
Thái Ất Tiên Ma Lục,https://animevietsub.page/phim/thai-at-tien-ma-luc-a4116/,https://cdn.animevietsub.page/data/poster/2021/05/19/animevsub-evaDGWH7Q7.jpg,"HOÀN
TẤT",5 trong số 10 dựa trên 5 thành viên đánh giá,"129,249",HD,2016,"Fantasy, Adventure, Historical, Martial Arts, Action",Gần đây điện ảnh Trung Quốc rất phổ biến và phát triển những bộ phim truyền hình chuyển thể từ tiểu thuyết và nhận...,Mùa xuân,phim bộ
Toàn Chức Pháp Sư 4,https://animevietsub.page/phim/quanzhi-fashi-iv-a4112/,https://cdn.animevietsub.page/data/poster/2021/05/13/animevsub-IzRHtgfctB.jpg,"HOÀN
TẤT",9.2 trong số 10 dựa trên 65 thành viên đánh giá,"1,522,102",HD,2020,"School, Fantasy, Magic, Action",Mùa 4 của Quanzhi Fashi.,Mùa xuân,phim bộ
Hóa Kiếp Trở Thành Otome,https://animevietsub.page/phim/hoa-kiep-tro-thanh-otome-a3673/,https://cdn.animevietsub.page/data/poster/2020/04/22/animevsub-SxvB1eTaL4.jpg,"HOÀN
TẤT",9.5 trong số 10 dựa trên 167 thành viên đánh giá,"982,137",BD/Bluray,2020,"School, Romance, Fantasy, Drama, Comedy","Katarina Claes tám tuổi là con gái duy nhất của một công tước, sống cuộc sống của mình một cách yên bình và không có biến...",Mùa xuân,phim bộ
Monster Strike Anime,https://animevietsub.page/phim/monster-strike-anime-a4084/,https://cdn.animevietsub.page/data/poster/2021/03/29/animevsub-JBksiTOh6I.jpg,"TẬP
03",9.3 trong số 10 dựa trên 3 thành viên đánh giá,"33,244",HD,2017,"Game, Fantasy, Action",Một nữ sinh chuyển về trường của Ren. Trong khi đó Ren và các bạn giải quyết khủng hoảng quái thú xâm nhập từ các cánh...,Mùa xuân,phim bộ
Deltora Quest,https://animevietsub.page/phim/deltora-quest-a3991/,https://cdn.animevietsub.page/data/poster/2021/01/10/animevsub-6y6gyspKFS.jpg,"TẬP
04",10 trong số 10 dựa trên 1 thành viên đánh giá,"15,171",,2007,"Fantasy, Adventure, Kids",Xứ Deltora tự nhiên bị ác ma chiếm chơi. Cái theo truyện thì Lief là con trai của một thợ rèn vừa mới nhú qua 16 tuổi thì...,Mùa xuân,phim bộ
Bungou Stray Dogs Wan!,https://animevietsub.page/phim/bungou-stray-dogs-wan-a3996/,https://cdn.animevietsub.page/data/poster/2021/01/16/animevsub-hsMCieuWss.jpg,"HOÀN
TẤT",9.7 trong số 10 dựa trên 77 thành viên đánh giá,"1,380,814",HD,2021,"Slice of Life, Supernatural, Comedy",Những ngày yên bình của tác phẩm rất ăn khách Bungou Stray Dogs là đây. Các nhân vật của Cơ quan Thám tử Vũ trang và Mafia...,Mùa xuân,phim bộ
Cardfight!! Vanguard: overDress,https://animevietsub.page/phim/cardfight-vanguard-overdress-r2-a4072/,https://cdn.animevietsub.page/data/poster/2022/03/05/animevsub-0jQAtW1Nxp.jpg,"TẬP
04",10 trong số 10 dựa trên 3 thành viên đánh giá,"37,504",HD,2021,"Game, Action","Yu-yu là một cậu bé sống ở Kanazawa, tỉnh Kaga. Anh ấy 15 tuổi và đang học năm thứ ba trung học cơ sở. Anh ta có khả năng...",Mùa xuân,phim bộ
Project ARMS,https://animevietsub.page/phim/project-arms-a4104/,https://cdn.animevietsub.page/data/poster/2021/05/02/animevsub-Oo6AYULK7q.jpg,"TẬP
01",10 trong số 10 dựa trên 1 thành viên đánh giá,"15,535",rHD,2001,"Super Power, Martial Arts, Action","Một cậu bé bị tai nạn khi học mẫu giáo, khiến cánh tay bị thương nặng, nhưng các bác sĩ bằng cách nào đó đã cứu được...",Mùa xuân,phim bộ
Koukaku Kidoutai: SAC_2045,https://animevietsub.page/phim/koukaku-kidoutai-sac2045-a4097/,https://cdn.animevietsub.page/data/poster/2021/04/21/animevsub-Nt9aVT6aze.jpg,"HOÀN
TẤT",8.2 trong số 10 dựa trên 5 thành viên đánh giá,"34,858",HD,2020,"Seinen, Sci-Fi, Police, Military, Mecha, Action","Năm là 2045, và trí tuệ nhân tạo đã trải qua những bước phát triển vượt bậc. Các chính phủ sử dụng chúng như vũ khí,...",Mùa xuân,phim bộ
Shadowverse (TV),https://animevietsub.page/phim/shadowverse-tv-a3706/,https://cdn.animevietsub.page/data/poster/2020/04/24/animevsub-TLjPfdUpgW.jpg,"TẬP
08",5.5 trong số 10 dựa trên 2 thành viên đánh giá,"50,582",HD,2020,"Game, Fantasy","

Hiiro Ryuugasaki cuối cùng cũng có điện thoại và đã cài trò chơi phổ biến là Shadowverse. Và bắt đầu hành trình na ná...",Mùa xuân,phim bộ
Tuyết Ưng Lĩnh Chủ (Phần 2),https://animevietsub.page/phim/tuyet-ung-linh-chu-phan-2-a4099/,https://cdn.animevietsub.page/data/poster/2021/04/25/animevsub-eVUNO0475h.jpg,"HOÀN
TẤT",8.2 trong số 10 dựa trên 24 thành viên đánh giá,"283,494",HD,2020,"Romance, Fantasy, Adventure, Historical, Martial Arts, Action",No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,Mùa xuân,phim bộ
Cuộc Chiến Giữa Hai Quốc Gia: Argevollen,https://animevietsub.page/phim/cuoc-chien-giua-hai-quoc-gia-argevollen-a266/,https://cdn.animevietsub.page/data/poster/2017/08/21/animevsub-64453.jpg,"HOÀN
TẤT",6.2 trong số 10 dựa trên 11 thành viên đánh giá,"93,585",HD,2014,"Mecha, Action",Câu chuyện diễn ra trong một thế giới mà hai nước Arandas và Ingelmia đã giao chiến với nhau trong một thời gian rất dài....,Mùa xuân,phim bộ
Gokushufudou,https://animevietsub.page/phim/gokushufudou-a4073/,https://cdn.animevietsub.page/data/poster/2021/03/21/animevsub-llnufqWedh.jpg,"HOÀN
TẤT",9.5 trong số 10 dựa trên 68 thành viên đánh giá,"572,087",HD,2021,"Romance, Slice of Life, Comedy","""Immortal Tatsu"", yakuza huyền thoại, người đã một tay đánh bại một băng đảng đối thủ bằng ống chì, là một cái tên...",Mùa xuân,phim bộ
Họa Giang Hồ Chi Hoán Thế Môn Sinh,https://animevietsub.page/phim/hoa-giang-ho-chi-hoan-the-mon-sinh-a4077/,https://cdn.animevietsub.page/data/poster/2021/03/25/animevsub-fXLOV1N1fM.jpg,"TẬP
05",3.2 trong số 10 dựa trên 6 thành viên đánh giá,"30,163",HD,2017,"Romance, Fantasy, Drama, Mystery, Martial Arts, Action",Trong thế giới của 《Họa Giang Hồ Chi Hoán Thế Môn Sinh》 thế lực nổi lên phân tranh khắp nơi.Nhị thiếu gia Vô Tông hội...,Mùa xuân,phim bộ
Yami Shibai 8,https://animevietsub.page/phim/yami-shibai-8-a3995/,https://cdn.animevietsub.page/data/poster/2021/01/14/animevsub-IPbP5xZnoT.jpg,"HOÀN
TẤT",7.5 trong số 10 dựa trên 2 thành viên đánh giá,"71,742",HD,2021,"Supernatural, Dementia, Horror","Mùa thứ 8 của chuỗi Series phim kinh dị Yami Shibai

",Mùa xuân,phim bộ
B: The Beginning Succession,https://animevietsub.page/phim/b-the-beginning-succession-i1-a4078/,https://cdn.animevietsub.page/data/poster/2021/03/26/animevsub-t0fcmDPMWP.jpg,"HOÀN
TẤT",7.4 trong số 10 dựa trên 8 thành viên đánh giá,"157,329",HD,2021,"Thriller, Supernatural, Psychological, Police, Mystery, Action","Trong mùa đầu tiên của B: The Beginning, hai người đàn ông đã phải đối mặt với quá khứ của chính mình với sự hy sinh...",Mùa xuân,phim bộ
Juushinki Pandora,https://animevietsub.page/phim/juushinki-pandora-a3105/,https://cdn.animevietsub.page/data/poster/2018/06/27/animevsub-wqUzb1TCb6.jpg,"HOÀN
TẤT",7.8 trong số 10 dựa trên 8 thành viên đánh giá,"60,293",HD,2018,"Sci-Fi, Mecha","Vào ngày cuộc khủng hoảng Xianglong diễn ra năm 2031, Leon Lau đã đoán trước được những hiện tượng kỳ lạ sẽ xảy ra....",Mùa xuân,phim bộ
Wave!!: Surfing Yappe!! (TV),https://animevietsub.page/phim/wave-surfing-yappe-tv-a3998/,https://cdn.animevietsub.page/data/poster/2021/01/23/animevsub-slY637lFIF.jpg,"HOÀN
TẤT",9.1 trong số 10 dựa trên 23 thành viên đánh giá,"85,020",HD,2021,"Slice of Life, Sports","Masaki Hinaoka, người lớn lên gần bờ biển Ooarai ở tỉnh Ibaraki, gặp một học sinh chuyển trường Shou Akitsuki trước kỳ...",Mùa xuân,phim bộ
Soul Worker: Your Destiny Awaits,https://animevietsub.page/phim/soul-worker-your-destiny-awaits-a4038/,https://cdn.animevietsub.page/data/poster/2021/03/14/animevsub-6Um9Y9V8ex.jpg,"HOÀN
TẤT",8.3 trong số 10 dựa trên 7 thành viên đánh giá,"37,331",HD,2016,"Sci-Fi, Fantasy, Action",Soul Worker: Định mệnh của bạn đang chờ đợi. Nói về thế giới hòa bình bị bao trùm bởi sự tàn phá khổng lồ. Mọi người...,Mùa xuân,phim bộ
Dota: Dòng Máu Rồng,https://animevietsub.page/phim/dota-dong-mau-rong-a4079/,https://cdn.animevietsub.page/data/poster/2021/03/26/animevsub-pfTKNOglQe.jpg,"HOÀN
TẤT",8.5 trong số 10 dựa trên 4 thành viên đánh giá,"56,353",HD,2021,"Sci-Fi, Thriller, Fantasy, Adventure, Action","

Một Hiệp sĩ Rồng dũng cảm, đầy mâu thuẫn phải dùng sức mạnh của loài rồng để ngăn cản một ác quỷ chết chóc...",Mùa xuân,phim bộ
