user_id,titles_watched
5103,"Tales of Zestiria: Doushi no Yoake, Là Vương Giả ư?, Thầy Giáo Số Nhọ, Fortune Arterial: Akai Yakusoku, Akaneiro ni Somaru Saka, Danganronpa: Kibou no Gakuen to Zetsubou no Koukousei The Animation, Vua của Nabari, Uchuu Patrol Luluco, Pokemon the Movie XY: Ring no Choumajin Hoopa, Omoide no Marnie, Dragon Raja, Ranh giới Hư không: Khu vườn Tội lỗi, Mahou Shoujo Madoka★Magica Movie 3: Hangyaku no Monogatari, Tenkuu no Escaflowne, Do It Yourself!!"
5104,"Jashin-chan Dropkick, Giả Kim Thuật Sư Live Action, Youkoso Japari Park, Big Order, Haikyuu!! Movie 3: Sainou to Sense, Thuỷ Thủ Mặt Trăng SuperS, Cupid's Chocolates"
5105,"One Piece Film: Z, Goku Sayonara Zetsubou Sensei, Yonhyakunijuu Renpai Girl, Neon Genesis Evangelion: Death & Rebirth, Shaman King: Flowers, Bullbuster, Gakkou no Kaidan, Cars 3, Piece (2012), Saikin  Imouto no Yousu ga Chotto Okashiinda ga. OVA, Chuyện Cổ Tích Của Cô Gái Thời Taisho, Xích Diễm Cẩm Y Vệ, Hanbun no Tsuki ga Noboru Sora, Học Viện Đỏ Đen Live Action 2, Re:␣Hamatora, Hanaukyou Maid-tai: La Verite, Thập Phương Kiếm Thánh, Kekkai Sensen: Ousama no Restaurant no Ousama, Rockman.EXE Movie: Hikari to Yami no Program, Konbini Kareshi"
5106,"Temple, Nil Admirari no Tenbin: Teito Genwaku Kitan, Cậu Bé Thần Giáo (TV), Taimadou Gakuen 35 Shiken Shoutai, Minami-ke"
5107,"Vazzrock The Animation, Blood+, Natsume Yuujinchou, Doraemon: Nobita's the Night Before a Wedding, ēlDLIVE, Little Witch Academia: Mahoujikake no Parade, Rekishi ni Nokoru Akujo ni Naru zo, Cuộc Hôn Nhân Hạnh Phúc Của Tôi Mùa 2, Strike the Blood, Wakaba*Girl, Kyoukai no Kanata Movie: I'll Be Here - Kako-hen, Tamayomi, Tonikaku Kawaii, Attack on Titan: No Regrets, Thế Giới Gia Tốc: Acchel World, Hataage! Kemono Michi, Nhật Ký Sống Chậm Nơi Dị Giới: Nuôi Con Trong Lúc Làm Mạo Hiểm Giả, Kamen Rider Build Original Drama - ROGUE"
5108,"Precure All Stars Movie: Haru no Carnival♪, Otona no Bouguya-san, Appleseed Saga: Ex Machina, Sinh Tử Luân Hồi, Danganronpa 3: The End of Kibougamine Gakuen - Zetsubou-hen"
5109,"Itai no wa Iya nano de Bougyoryoku ni Kyokufuri Shitai to Omoimasu., Inazuma Eleven Go vs. Danball Senki W Movie, Beastars Final Season, High School DxD New, Hanabi-chan wa Okuregachi, To LOVE-Ru Darkness, Tate no Yuusha no Nariagari Season 2"
5110,"Hồi Ức Không Tên, Blade Runner: Black Lotus, Fate/kaleid liner Prisma☆Illya 3rei!!, Bảng Xếp Hạng Quốc Vương, Starmyu 3rd Season, Trò Chơi Sinh Tồn, Himesama Goumon no Jikan desu"
5111,"Seven Knights Revolution: Eiyuu no Keishousha, Rurouni Kenshin: Meiji Kenkaku Romantan - Seisou-hen, Yamada Và Thất Đại Ma Nữ OVA, Gekisou Sentai Carranger, Hatena☆Illusion, Thị Trấn Nơi Chỉ Mình Tôi Lưu Lạc (2017), Cạo Râu Xong  Tôi Nhặt Gái Về Nhà, Dragon Quest: Your Story, Castlevania, Dorohedoro: Ma no Omake, Kaiba, Isekai Cheat Magician: Yoiboshi no Matsuri to Majutsushi, Sword Art Online: Progressive Movie - Kuraki Yuuyami no Scherzo, Gokukoku no Brynhildr Special, Baki: Dai Raitaisai-hen, Golgo 13"
5112,"Merc Storia Anh Chàng Vô Cảm Và Cô Bé Trong Chiếc Lọ Thủy Tinh, Evangelion: ReDeath, Saiki Kusuo no Ψ-nan 2, Du Hiệp Chiến Kỷ, Freezing Specials, Mirai Sentai Timeranger, Thức Tỉnh Đi, Yojouhan Shinwa Taikei, Garo: Guren no Tsuki, Cuộc Sống Hằng Ngày Của Các Chàng Trai, Yu☆Gi☆Oh! Movie: Chou Yuugou! Toki wo Koeta Kizuna, Genjitsu no Yohane: Sunshine in the Mirror, Nghịch Thiên Tà Thần, Macross: Do You Remember Love?, Nhật ký Midori, Ranma ½: Akumu! Shunmin Kou, Dekoboko Majo no Oyako Jijou, Corpse Party: Tortured Souls - Bougyakusareta Tamashii no Jukyou, Goku Sayonara Zetsubou Sensei, Vinland Saga"
5113,"Magi: Mê Cung Thần Thoại 1, Papa no Iukoto wo Kikinasai!, Buddy Go!"
5114,"Kuusen Madoushi Kouhosei no Kyoukan, Mini Dragon, Nguyên Tôn, Try Knights, Sin: Thất Đại Tội, Hitsugi no Chaika OVA, Lãng Khách Kenshin (Live Action), Khúc Ca Trên Sao Hỏa, Princess Connect! Re:Dive, Tantei Gakuen Q, Họa Giang Hồ Chi Bất Lương Nhân Phần 5, Gamers!, Working!!!: Lord of the Takanashi, Aggressive Retsuko, Thành phố du lịch 2, Là Thần Trong Thế Giới Vô Thần, Ojamajo Doremi Dokkaan!"
5115,"Ma Đạo Tổ Sư 3, Vĩnh Hằng Kiếm Tổ, Asura, Bí mật bóng tối 2 OVA, Tôi Nhặt Được 1 Cô Gái Và Biến Cô Ấy Trở Thành Người Hạnh Phúc Nhất Thế Gian!, Trường Dạ Khai Thác Giả, Hồng Hoang, Dimension High School, Dũng Giả Đại Mạo Hiểm (Phần 2) - Yong Zhe Da Mao Xian 2nd Season, Mini Toji, Chitose Get You!!, Hanma Baki vs. Kengan Ashura, Dinh Thự Bóng Mùa 2, Hồi ký Vanitas Special, Owari no Seraph: Nagoya Kessen-hen"
5116,"Prison School, Erementar Gerad, Dance in the Vampire Bund, Fate/Prototype, Ta Nhặt Được Thuộc Tính Đầy Đất"
5117,Digimon Adventure Movie
5118,"Doujin Work, Dakaretai Otoko 1-i ni Odosarete Imasu. Movie: Spain-hen"
5119,"Kyou kara Maou!, Kamierabi, Baby Steps 2nd Season, Đội bóng chày siêu đẳng OVA, Đấu Hồn Vệ Chi Huyền Nguyệt Kỳ Duyên, Đặc Ân Của Thần, Dịch vụ chuyển phát phù thủy Kiki Live Action, Cencoroll, Koi wa Ameagari no You ni Live Action, Bậc Thầy Kẹo Bạc Và Hắc Tinh Linh, Rider Time: Shinobi, Exception, Uchi no Maid ga Uzasugiru!, Người Hùng Cuối Cùng, Shinya! Tensai Bakabon, Ikoku Meiro no Croisée The Animation, Dữ liệu Gen AI, Zettai Bouei Leviathan, Brothers Conflict Special"
5120,"Bức Thư Từ Thế Giới Bên Kia, Cowboy Bebop, Học Viện Siêu Nhiên Phần 3, Ohsama Sentai King-Ohger, Rwby Red White Black Yellow, Dog Days'', Shoujo☆Kageki Revue Starlight: Rondo Rondo Rondo, Sử Ma của Zero: Futatsuki no Kishi, Blue Period, Seiken Tsukai no World Break, Tamayura: Sotsugyou Shashin Part 2 - Hibiki, Chibi☆Devi!, Evangelion: 3.0+1.0 Thrice Upon a Time, A-Channel: +A-Channel, Thị Trấn Nơi Chỉ Mình Tôi Lưu Lạc Live Action, Học Chiến Đô Thị SS2, Salaryman Kintarou"
5121,"Sky Girls OVA, Pet, Sát Thủ Về Vườn, Yu☆Gi☆Oh! Zexal, Tight-rope, Violet Evergarden: Recollections, Chén thánh: Đêm Định Mệnh - Nhiệm vụ cuối cùng SS2, Asa made Jugyou Chu!, Linh hồn của máy 2: Lời thì thầm, Bạch Tuyết Tóc Đỏ OVA, Hiên Viên Kiếm Thương Chi Diệu, Senkou no Night Raid Specials"
5122,"number24, Anh Hùng Thận Trọng, Shingetsutan Tsukihime, Shinmai Maou no Testament Departures, Blood+, Dorei-ku The Animation, Days (TV)"
5123,"Omoi no Kakera, Những viên kẹo hạnh phúc-Kobato, Kamisama no Inai Nichiyoubi: Kioku, Doraemon Movie 14: Nobita to Buriki no Labyrinth, Corpse Party: Missing Footage, Poputepipikku 2nd Season, Em Sẽ Chờ Anh Trong Mùa Hè Ấy, Himitsu no Akko-chan (Movie), Kochouki: Wakaki Nobunaga, Long Riders!, Higurashi no Naku Koro ni Kaku: Outbreak, Đấu La Đại Lục Movie: Song Thần Chi Chiến, Naruto: Tòa tháp bị mất, Vĩnh Sinh: Hẹn Ước Mười Năm"
5124,"Senkou no Night Raid Specials, Happy☆Lesson (TV), JoJo no Kimyou na Bouken: Stardust Crusaders 2nd Season, Vĩnh Sinh: Hẹn Ước Mười Năm, Nanatsu no Taizai Movie 2: Hikari ni Norowareshi Mono-tachi, Top wo Nerae! Gunbuster, Thiếu Niên Ca Hành Phần 2, Muteking the Dancing Hero, NEET Kunoichi to Nazeka Dousei Hajimemashita, Koneko no Chii: Ponponra Daibouken"
5125,"Huyễn Sủng Sư, Atarashii Joushi wa Do Tennen, Coppelion, Doraemon Movie 13: Nobita to Kumo no Oukoku, Bạn Gái 3D, Overlord Movie 1: Fushisha no Ou, Druaga no Tou: The Aegis of Uruk, Kishibe Rohan wa Ugokanai, Crayon Shin-chan Movie 02: Buriburi Oukoku no Hihou, Tantei Gakuen Q, Thần Y Cửu Tiểu Thư, Sân Khấu Tình Yêu OVA, Arya Bàn Bên Thỉnh Thoảng Lại Trêu Ghẹo Tôi Bằng Tiếng Nga, Planetarian: Ngôi Sao Của Mọi Người"
5126,"Nhóm Nhạc Mỹ Nam, Sword Art Online Alternative: Gun Gale Online, Kingdom 5th Season, Usagi Drop, High School DxD Hero, Golden Boy, Natsume Yuujinchou: Itsuka Yuki no Hi ni, Đông Nhi Phiến Loạn, Blue Reflection Ray, Có Bạn Gái  Lại Thêm Bạn Gái, Kekkai Sensen, Kamisama Dolls"
5127,"Tokyo Revengers, Ninja Kamui, Sát Thủ Lưỡi Kéo Mùa 3, Ginga Eiyuu Densetsu: Die Neue These - Sakubou, Magia Record: Ma Pháp Thiếu Nữ Madoka Magica Ngoại Truyện - Phần 2, Doraemon Movie 22: Nobita to Tsubasa no Yuusha-tachi, Terminator 0, Hanebado! - Đại Chiến Cầu Lông, Yuuki Yuuna wa Yuusha de Aru: Yuusha no Shou, Ký Túc Xá Nữ Thần, Kaze no Stigma"
5128,"Tokyo Majin Gakuen Kenpucho: Tou Dai Ni Maku, Chi's Sweet Home OVA, Ta Đã Chọc Tức Cả Đám Tu Luyện Giả, Bài Học Cuộc Sống Cùng Anh Uramichi, Dogeza de Tanondemita, Công Tước Tử Thần Và Cô Hầu Gái, Arifureta Shokugyou de Sekai Saikyou, Có Bạn Gái  Lại Thêm Bạn Gái Mùa 2, Soul Eater NOT!, Usagi Drop (Live Action), Cô Nàng rắc rối, Chio-chan no Tsuugakuro, Tales of Phantasia The Animation, Kiss x Sis, Onmyouji"
5129,"Phép thuật của Stella, Babylon, Gekkan Mousou Kagaku, Horimiya, Ta Có Thể Giác Ngộ Vô Hạn, Akanesasu Shoujo, Shaman King: Flowers, Lưỡng Bất Nghi Mùa 2, Natsuyuki Rendezvous, Tuyết Ưng Lĩnh Chủ, Yojouhan Time Machine Blues, Nihonjin No Shiranai Nihongo, Tiết Khí Sư Cuối Cùng, Phong Hoả Chiến Kỷ, Monster Strike Anime, Rosario to Vampire, Okinawa de Suki ni Natta Ko ga Hougen Sugite Tsurasugiru, Nejimaki Seirei Senki: Tenkyou no Alderamin, Ma Thuật Đặc Biệt Của Phù Thủy Quay Ngược Thời Gian, Hiền Giả Mạnh Nhất Với Dấu Ấn Yếu Nhất"
5130,"Kono Minikuku mo Utsukushii Sekai, Hiyokoi, Deadman Wonderland OVA, Blood-C: The Last Dark, Beelzebub: Hirotta Akachan wa Daimaou!?, Đội bóng chày siêu đẳng OVA, Cuộc sống thường ngày Repeat, Summer Snow, Thám Tử Conan Movie 5: Những Giây Cuối Cùng Tới Thiên Đường, Chào Mừng Đến Với Lớp Học Đề Cao Thực Lực 3"
5131,"Fate/stay night Movie: Heaven's Feel - III. Spring Song, Osomatsu-san: Ouma de Kobanashi, Fate kaleid liner Prisma Illya Movie: Licht - Namae no Nai Shoujo, Thần Tàng, Kết Nối Trái Tim OVA, Majisuka Gakuen (Season 2), Thiếu Nữ Cấp Nguồn Ở Thế Giới Đảo Lộn, Naze Boku no Sekai wo Daremo Oboeteinai no ka?, Đám Trai Đẹp Nhà Tôi, Lupin III: Cagliostro no Shiro, Hybrid Child, Kishin Houkou Demonbane (TV), Ký Túc Xá Dễ Thương, Horimiya, Hand Shakers, Sử Ma của Zero: Princesses no Rondo Picture Drama, Summer Snow, Future Card Shin Buddyfight, Ao no Exorcist: Yosuga-hen, Fate/Zero"
5132,"Ginga Eiyuu Densetsu: Die Neue These - Seiran 3, New Initial D Movie: Legend 3 - Mugen"
5133,"Granbelm, Saint Seiya: Saintia Shou, Ojisan to Marshmallow, Precure Miracle Leap Movie: Minna to no Fushigi na Ichinichi, Princess Princess, Huyền Thoại Zestiria Phần 2, 3-gatsu no Lion, Ling Qi, Isekai Izakaya: Koto Aitheria no Izakaya Nobu, Tần Hiệp, Bakuman., Siêu Nhân Build, Märchen Mädchen, Crystal Blaze, Munou na Nana, Shelter, Candy Boy Episode: EX01 - Mirai Yohouzu, Nijuu Mensou no Musume"
5134,"Choujuushin Gravion, Goshuushou-sama Ninomiya-kun, Otona no Bouguya-san 2nd Season, Vua Bóng Chuyền, Sử Ma của Zero: Princesses no Rondo Picture Drama, Cars 2, Danna ga Nani wo Itteiru ka Wakaranai Ken 2 Sure-me, Rokuhoudou Yotsuiro Biyori, Mở Ra Một Thế Giới Tuyệt Vời OVA 2, Ông Thầy Vi Diệu, 11eyes: Momoiro Genmutan, Densetsu no Yuusha no Densetsu"
5135,"Aria The Avvenire, Shy 2nd Season, Ling Qi, Nihon Chinbotsu 2020, B-Project: Kodou*Ambitious"
5136,"Digimon X-Evolution, Ong Đưa Thư Reverse, Ys: Tenkuu no Shinden - Adol Christine no Bouken, Strike the Blood: Valkyria no Oukoku-hen"
5137,"Hanamaru Youchien, Mononoke, Kinsou no Vermeil: Gakeppuchi Majutsushi wa Saikyou no Yakusai to Mahou Sekai wo Tsukisusumu, Tiết Kiệm 80000 Đồng Vàng Ở Thế Giới Khác Để An Dưỡng Tuổi Già"
5138,"Rurouni Kenshin: Meiji Kenkaku Romantan - Tsuioku-hen, Hai thế giới, Học Viện Anh Hùng Mùa 3, Ichiban Ushiro no Daimaou, Love Live! Hội Yêu Thích Idol Học Đường Học Viện Nijigasaki Mùa 2, Girls & Panzer: Saishuushou Part 2 Specials, Night Wizard, NHK ni Youkoso!, Phong Tư Vật Ngữ, Phàm Nhân Tu Tiên: Yến Gia Bảo Chi Chiến (OVA)"
5139,"King's Raid: Ishi wo Tsugumono-tachi, Dai Sentai Goggle-V, Madougushi Dahliya wa Utsumukanai, Maken-Ki! OVA, 7 Seeds, Đại Vương Tha Mạng 2, Thần Cấp Long Vệ, Doraemon Movie 13: Nobita to Kumo no Oukoku, Pacific Rim: The Black, Yume-iro Pâtissière, Hitsugi no Chaika OVA"
5140,"Dị Giới Triệu Hồi Lần Thứ Hai, Hội Pháp Sư, Chào Mừng Cậu Đến Trường Iruma-kun Mùa 2, Pokemon Sun & Moon, Kiba, Shuffle! Prologue, Tiên Tích Tầm Tung, Arifureta Shokugyou de Sekai Saikyou Parody, Boku no Kokoro no Yabai Yatsu, 22/7: 8＋3=?, Okusama wa Joshikousei (TV)"
5141,"Tuyết Ưng Lĩnh Chủ (Phần 3), Summertime Render, Kaze no Tani no Nausicaä"
5142,"Tru Tiên, Cardcaptor Sakura, Ore dake Haireru Kakushi Dungeon, Kết Hôn Với Người Mà Tôi Ghét Nhất"
5143,"Uchu Sentai Kyuranger, Romantic Killer, Princess Connect! Re:Dive, Hidamari Sketch x Honeycomb, Hanma Baki: Son of Ogre 2nd Season, Thổ thần tập sự OVA, Saint☆Oniisan"
5144,"Onimusha, Crystal Blaze, Gekkan Shoujo Nozaki-kun, Sư Huynh À Sư Huynh, Nhật Ký Của Haruki, Hắc Bạch Vô Song Phần 2"
5145,"Healer Báo Thù, Jouran: Công Chúa Của Tuyết và Máu, Nhóm Nhạc Thần Tượng - Phần 2, Ani ni Tsukeru Kusuri wa Nai! 3, Tokyo Mew Mew, Shingeki no Kyojin Picture Drama, Tonikaku Kawaii: Seifuku, A-Channel: +A-Channel, Nhóm Nhạc Của Những Ước Mơ! Garupa☆Pico, Jashin-chan Dropkick, Xác Chết Trường Học, Lạc Vào Ký Ức, Given, Kamen Rider Revice, Overlord Movie 1: Fushisha no Ou, Maria†Holic, Nổi Loạn!, Chi: Về Sự Chuyển Động Của Địa Cầu, Huyao Xiao Hongniang"
5146,"Thiên Bảo Phục Yêu Lục 2, Hitori no Shita: The Outcast 5th Season, Baka to Test to Shoukanjuu Mini Anime, Domestic na Kanojo, Kemono no Souja Erin, Nobunaga no Shinobi: Anegawa Ishiyama-hen, New Initial D Movie: Legend 3 - Mugen, Uchu Sentai Kyuranger, Kuro Gal ni Natta kara Shinyuu to shitemita., Avatar: Huyền Thoại Korra, Bảo Mẫu Xác Ướp, Masamune-kun no Revenge R, Princess Connect! Re:Dive Season 2, Cách mạng máy Valvrave, Ensemble Stars!, Tình Yêu Ngang Trái, Ojamajo Doremi Dokkaan!, Giant Killing"
5147,"Tsubasa to Hotaru, Drifters, Ngạ Quỷ Vùng Tokyo: Jack, Princess Connect! Re:Dive, Yojouhan Shinwa Taikei, Lá bài cổ 2: Waga Mi Yo ni Furu Nagame Seshi Ma ni, Captain Tsubasa: Road to 2002, Kết Giới Sư, Thị Trấn Nơi Chỉ Mình Tôi Lưu Lạc Bluray, Eureka Seven: Pocket ga Niji de Ippai"
5148,"Học Sinh Chuyển Trường là Sếp của tôi, Thanh Gươm Diệt Quỷ: Đường Đến Làng Rèn Gươm, Liệt Hoả Kiêu Sầu, Himouto! Umaru-chan OVA, Toji no Miko - Nữ Kiếm Khách Học Đường, 2.43: Seiin Koukou Danshi Volley-bu, Renai Boukun, Freezing"
5149,"Arc the Lad, Nanairo Kakumei, Tiệm Đồ Cổ A Xá, Midnight Eye: Gokuu II, Berserk 2nd Season, Bounen no Xamdou, Mayonaka no Occult Koumuin, Kamen Rider Geats: Jyamato Awaking, Vô Thượng Thần Đế 2: Thần Đạo Đế Tôn"
5150,"Khương Tử Nha: Nhất Chiến Phong Thần, Tôi Gánh Trên Vai Một Triệu Sinh Mạng Phần 2, Kết Nối Trái Tim, Gintama., Haikara-san ga Tooru Movie 2: Hana no Tokyo Dai Roman, Ore wo Suki nano wa Omae dake ka yo, Kyuuketsuki Sugu Shinu, Yuru Camp Movie, Nữ Quân Đội Azur Lane, SSSS.Dynazenon, Hakuouki Reimeiroku, Sau Khi Có Được Năng Lực Bá Đạo Ở Dị Giới  Tôi Cũng Vô Đối Ở Thế Giới Thực: Thăng Cấp Xong Thì Cuộc Đời Cũng Thay Đổi, Suy Luận Hư Cấu, Golden Knight Garo, Kagewani: Shou, Saber Marionette J to X, Hajime no Ippo: Rising, Gintama: The Semi-Final"
5151,"Ishida to Asakura, Wistoria: Trượng Và Kiếm Season 2, Tokyo Underground, Kud Wafter, K: Seven Stories Movie 3 - Side:Green - Uwagaki Sekai, Sewayaki Kitsune no Senko-san, Shikabane Hime: Kuro Special, Cặp Bài Trùng Movie"
5152,"Amanchu!, Mononoke Movie: Karakasa, Nanatsu no Umi no Tico, Master Keaton, Toàn Chức Pháp Sư Phần 6, Jinrui wa Suitai Shimashita, Nanatsu no Taizai: Mokushiroku no Yonkishi, Sát Thủ Về Vườn, Tôi Trở Nên Mạnh Hơn Nhờ Nâng Cấp Các Kỹ Năng Của Nông Dân., Top wo Nerae 2! Diebuster, Thế Giới Otome Game Thật Khắc Nghiệt Với Nhân Vật Quần Chúng, Công Chúa Sói Mononoke"
5153,"Bộ Tứ Siêu Đẳng, Obey Me! Season 2, Chi's Sweet Home, Inazuma Eleven, Maken-Ki!"
5154,"Robot kí ức, Dungeon no Naka no Hito, Sushi Police, Koyomimonogatari, Birdie Wing: Golf Girls' Story Season 2, Trò Chơi Cân Não, KanColle Movie, Linh Cáo, Thần Y Cổ Đại Ở Đô Thị (Đô Thị Cổ Tiên Y), Hana to Alice: Satsujin Jiken, Lục Hoa Dũng Giả, Mobile Suit Gundam: Iron-Blooded Orphans 2nd Season, Arknights: Reimei Zensou, Tiểu Lục và Tiểu Lam, Trong Tông Môn Trừ Ta Ra Tất Cả Đều Là Gián Điệp, Tinh Hài Kỵ Sĩ, Câu Chuyện Mới Bắt Đầu, Tác giả đào hoa, Hãy yêu em thật lòng"
5155,"Đấu Phá Thương Khung OVA, Zoku Natsume Yuujinchou, Lúc Đó  Tôi Đã Chuyển Sinh Thành Slime"
5156,"Cue!, Saiki Kusuo no Ψ-nan ONA, Monsters: Ippyaku Sanjou Hiryuu Jigoku, High & Low Season 2 – The Story of Sword, Magic Kaito, Maya and the Three, Cyber City Oedo 808, Spriggan"
5157,"Gintama: Nanigoto mo Saiyo ga Kanjin nano de Tasho Senobisuru Kurai ga Choudoyoi, Party kara Tsuihou sareta Sono Chiyushi  Jitsu wa Saikyou ni Tsuki, Hal, Võ Luyện Đỉnh Phong"
5158,"Chạy trốn định mệnh, Binan Koukou Chikyuu Boueibu Happy Kiss!, Phong Linh Ngọc Tú, Tinh Hài Kỵ Sĩ, Thanh Gươm Diệt Quỷ: Phố Đèn Đỏ, Servant x Service, The Angry Birds Movie, Chiruran: Nibun no Ichi, Nguyên Tôn"
5159,"Shin Chuuka Ichiban!, Infini-T Force, Màu Của Ảo Giác, Bên Trong Trái Tim Kunoichi Tsubaki, Xác Sống 100: 100 Điều Tôi Muốn Làm Trước Khi Trở Thành Xác Sống, Omamori Himari, Ginga Kikoutai Majestic Prince, Đại Chiến Titan Mùa 2, Ore dake Haireru Kakushi Dungeon, Time Travel Shoujo: Mari Waka to 8-nin no Kagakusha-tachi, Maria Holic Alive, Senyuu., Astarotte no Omocha!, Yuuki Yuuna wa Yuusha de Aru, Mãi Nhớ"
5160,"Ni no Kuni, Shuffle! Prologue, Ibara no Ou, Thiên sứ Ham chơi, Rosario to Vampire, Hibike! Euphonium 2, Future GPX Cyber Formula, Fairy Ranmaru: Anata no Kokoro Otasuke Shimasu, Somali to Mori no Kamisama, Doraemon: Nobita Và Cuộc Chiến Vũ Trụ Tí Hon, Zettai Karen Children: The Unlimited - Hyoubu Kyousuke, D.C. I&II P.S.P. Re-Animated, Bloodivores, Ultraman Dyna, Nhờ Bạn Đó! Hệ Thống Chiến Thần, Magical☆Star Kanon 100%"
5161,D-Frag! OVA
5162,"Điện Thoại Của Ta Thông Tam Giới (Phần 1 và 2), Ginban Kaleidoscope, 100 Cô Bạn Gái Yêu Bạn Rất Rất Rất Rất Rất Nhiều Mùa 2, Đấu Phá Thương Khung, Fukigen na Mononokean, Ma Lực Của Thánh Nữ Là Toàn Năng Mùa 2, Bounen no Xamdou, Thất Hầu Bút Lục, Đội Thám Tử KZ, Romeo no Aoi Sora, Arcane - Liên Minh Huyền Thoại, Nhật Ký Thường Ngày Của Tiên Vương Mùa 3, Endride, Atarashii Joushi wa Do Tennen"
5163,"Cowboy Bebop: Tengoku no Tobira, Nữ Phản Diện Bao Nuôi Trùm Cuối, Bokurano, Tadaima  Okaeri, BNA, Shangri-La Frontier, Sau Khi Có Được Năng Lực Bá Đạo Ở Dị Giới  Tôi Cũng Vô Đối Ở Thế Giới Thực: Thăng Cấp Xong Thì Cuộc Đời Cũng Thay Đổi, Seiken no Blacksmith, Bakuman. 3rd Season, Bikini Warriors, Thiếu Nữ Đến Từ Địa Ngục - Phần 3, Manh Thê Thực Thần Mùa 2, Nazotokine"
5164,"Hidamari Sketch: Sae Hiro Sotsugyou-hen, Needless, Prison School (Live Action), High & Low The Red Rain, Arifureta Shokugyou de Sekai Saikyou Parody, Kyoushirou to Towa no Sora, Dekiru Neko wa Kyou mo Yuuutsu, Hoozuki no Reitetsu, Cardcaptor Sakura Movie 1, Wind Breaker, Chuunibyou demo Koi ga Shitai!: Depth of Field - Ai to Nikushimi Gekijou, Hetalia: The Beautiful World, Juushinki Pandora, Cậu Bé Thần Giáo, Pokemon Movie 23: Coco, Night Head 2041, Hataraku Saibou!!, Youkai Watch Movie 5: Forever Friends, Bách Hoa Liễu Loạn: Samurai Girls Specials, Senki Zesshou Symphogear G: Senki Zesshou Shinai Symphogear"
5165,"Hinata no Aoshigure, Choboraunyopomi Gekijou Ai Mai Mii, Thật Khó Để Yêu Một Otaku, Sunabouzu, Technoroid: Overmind, High School DxD BorN OVA, Overtake!, InuYasha: Mối giao cảm vượt thời gian, Thái Ất Tiên Ma Lục Phần 3, Kurokami The Animation, Hanamonogatari, Pan de Peace!"
5166,"Yahari Ore no Seishun Love Comedy wa Machigatteiru. OVA, Pokémon: Thám Tử Pikachu, Digimon Xros Wars, Ojisan to Marshmallow, Shadowverse Flame, Blame! Movie, Dream Festival!, Yamato Nadeshiko Shichihenge"
5167,"Thổ thần tập sự OVA, Kaze no Matasaburou"
5168,"Juushin Enbu: Hero Tales, Tôi Sẽ Đỡ Hết Mọi Thứ: Người Mạnh Nhất Thế Giới Với Hiểu Lầm Ngược Đời Muốn Làm Mạo Hiểm Giả, The New Gate, Sugar*Soldier, Kamisama no Iutoori Live Action, Selector Infected WIXOSS, Arcane - Liên Minh Huyền Thoại, Bóng Rổ Vũ Trụ, Re:Zero kara Hajimeru Break Time, Thám Tử Conan Movie 12: Sự Sợ Hãi Bất Ngờ"
5169,Happiness Charge PreCure! Movie: Ningyou no Kuni no Ballerina
5170,"Kết Giới Sư, Dance in the Vampire Bund, Nanatsu no Taizai Movie 2: Hikari ni Norowareshi Mono-tachi"
5171,"Mononogatari 2nd Season, Grancrest Senki Tsuisou, Paripi Koumei: Road to Summer Sonia, Hoshizora e Kakaru Hashi: Kakaru ka? Gakuensai ni Koi no Hashi, Behemoth Hạng S Bị Nhầm Là Mèo Và Trở Thành Hiệp Sĩ (Thú Cưng) Của Nàng Elf, A Kite, Lớp Học Điệp Viên Mùa 2, Luyện Khí 3000 Năm, Cặp Bài Trùng Movie, Phim: Lupin III đối đầu Thám tử lừng danh Conan, Barakamon"
5172,"Boku no Imouto wa ""Osaka Okan"", Fate/Zero: Onegai! Einzbern Soudanshitsu, Gun x Sword, Watashi ni Tenshi ga Maiorita! Precious Friends, Kimi ni Todoke 3rd Season, Haiyore! Nyaruko-san W, Dogeza de Tanondemita, Vật Thất Lạc Của Bầu Trời OVA, Tachibanakan Triangle, Võ Luyện Đỉnh Phong, Tần thời Minh Nguyệt - Chi Long Đằng Vạn Lý"
5173,"Bị Đuổi Khỏi Tổ Đội Anh Hùng  Tôi Nhắm Đến Một Cuộc Sống Nhàn Nhã Ở Vùng Biên Cương Mùa 2, Touhou Niji Sousaku Doujin Anime: Musou Kakyou, Aria The Origination: Sono Choppiri Himitsu no Basho ni..., Kanojo ga Flag wo Oraretara, Công Viên Rực Rỡ Amagi: Wakuwaku Mini Theater - Rakugaki Backstage, NEET Kunoichi to Nazeka Dousei Hajimemashita"
5174,"Doraemon New TV Series, Hataraku Saibou Black (TV), Thám Tử Thành Phố Fuuto"
5175,"Hiệp Can Nghĩa Đảm Thẩm Kiếm Tâm (Phần 2), Akatsuki no Yona OVA, Yuusha-Ou GaoGaiGar, Weiß Survive, Liên Minh Sắc Màu, Triage X, Tớ Muốn Ăn Tụy Của Cậu, iDOLM@STER Xenoglossia, Persona 5 the Animation: Dark Sun..., Otome wa Boku ni Koishiteru"
